start,duration,depth,peak,end,td.max.hf,td.min.hf,td.mean.hf
1914-09-02 23:00:00,1,0.11,0.11,1914-09-03 00:00:00,2.244,1.345,1.7945
1914-09-24 20:00:00,8,0.75,0.49,1914-09-25 04:00:00,0.545,-3.156,-1.28855555555556
1914-10-16 00:00:00,22,1.38,0.25,1914-10-16 22:00:00,2.346,-2.854,-0.172739130434783
1914-11-08 21:00:00,3,0.15,0.09,1914-11-09 00:00:00,-0.955,-2.956,-1.9555
1914-11-15 05:00:00,27,1.53,0.21,1914-11-16 08:00:00,3.845,-3.455,0.455285714285714
1914-12-05 14:00:00,26,0.53,0.09,1914-12-06 16:00:00,3.045,-1.857,0.722333333333333
1914-12-06 23:00:00,36,4.3,0.26,1914-12-08 11:00:00,3.445,-1.555,0.720567567567568
1914-12-13 17:00:00,7,0.72,0.25,1914-12-14 00:00:00,3.045,-2.654,0.482125
1914-12-19 17:00:00,5,0.14,0.06,1914-12-19 22:00:00,1.545,-2.454,-0.604666666666667
1914-12-21 05:00:00,8,0.94,0.23,1914-12-21 13:00:00,1.145,-3.156,-1.18877777777778
1914-12-29 02:00:00,15,0.48,0.18,1914-12-29 17:00:00,2.044,-3.156,-0.605875
1915-01-06 08:00:00,3,0.1,0.05,1915-01-06 11:00:00,-1.056,-3.156,-2.10525
1915-01-06 23:00:00,6,0.54,0.14,1915-01-07 05:00:00,2.546,-2.454,-0.312142857142857
1915-01-12 01:00:00,32,3.47,0.42,1915-01-13 09:00:00,3.045,-2.254,0.0901212121212121
1915-01-17 08:00:00,28,1.43,0.19,1915-01-18 12:00:00,3.445,-2.654,0.310551724137931
1915-01-20 19:00:00,7,0.22,0.06,1915-01-21 02:00:00,2.044,-1.857,-0.256
1915-01-23 10:00:00,12,0.25,0.05,1915-01-23 22:00:00,1.444,-2.654,-0.448
1915-01-25 01:00:00,10,0.25,0.04,1915-01-25 11:00:00,2.546,-2.854,-0.0188181818181819
1915-01-31 06:00:00,16,0.42,0.07,1915-01-31 22:00:00,1.946,-4.255,-1.32011764705882
1915-02-01 07:00:00,32,3.81,0.34,1915-02-02 15:00:00,4.944,-3.855,0.238363636363636
1915-02-03 20:00:00,1,0.16,0.16,1915-02-03 21:00:00,0.446,-0.354,0.046
1915-02-05 23:00:00,8,0.23,0.09,1915-02-06 07:00:00,3.543,-1.755,1.01155555555556
1915-02-15 08:00:00,19,0.59,0.21,1915-02-16 03:00:00,2.746,-2.854,-0.03015
1915-02-24 00:00:00,29,0.76,0.09,1915-02-25 05:00:00,2.444,-2.556,0.0978333333333333
1915-03-06 01:00:00,28,0.9,0.04,1915-03-07 05:00:00,3.143,-2.054,0.630793103448276
1915-04-03 09:00:00,12,2.28,0.24,1915-04-03 21:00:00,0.843,-3.655,-1.37069230769231
1915-04-11 10:00:00,15,0.96,0.43,1915-04-12 01:00:00,1.545,-3.356,-0.5366875
1915-04-20 18:00:00,2,0.1,0.09,1915-04-20 20:00:00,1.345,-0.056,0.678
1915-04-28 23:00:00,2,0.23,0.14,1915-04-29 01:00:00,3.445,2.044,2.84466666666667
1915-04-29 22:00:00,4,0.48,0.23,1915-04-30 02:00:00,3.743,-0.154,2.1646
1915-05-03 21:00:00,3,0.17,0.09,1915-05-04 00:00:00,-0.955,-2.556,-1.881
1915-05-04 07:00:00,5,0.13,0.12,1915-05-04 12:00:00,2.244,-1.755,0.177666666666667
1915-05-04 21:00:00,3,0.49,0.3,1915-05-05 00:00:00,0.246,-1.857,-0.8055
1915-05-08 22:00:00,2,0.29,0.2,1915-05-09 00:00:00,2.146,0.945,1.679
1915-05-12 17:00:00,13,0.77,0.28,1915-05-13 06:00:00,2.546,-3.156,-0.262214285714286
1915-05-17 06:00:00,5,0.15,0.1,1915-05-17 11:00:00,1.043,-2.454,-0.772166666666667
1915-05-21 00:00:00,16,0.5,0.08,1915-05-21 16:00:00,2.146,-3.156,-0.767352941176471
1915-05-21 23:00:00,9,0.47,0.23,1915-05-22 08:00:00,1.844,-3.156,-0.6755
1915-05-22 16:00:00,5,0.52,0.29,1915-05-22 21:00:00,1.444,-2.054,0.161166666666667
1915-05-24 04:00:00,4,0.16,0.07,1915-05-24 08:00:00,1.243,-3.255,-0.9956
1915-05-30 05:00:00,13,0.28,0.06,1915-05-30 18:00:00,2.746,-2.654,0.301928571428571
1915-06-02 08:00:00,16,0.87,0.13,1915-06-03 00:00:00,2.444,-3.255,-0.408647058823529
1915-06-13 17:00:00,3,0.9,0.5,1915-06-13 20:00:00,-0.354,-2.454,-1.40475
1915-06-15 17:00:00,5,0.71,0.41,1915-06-15 22:00:00,1.243,-2.756,-0.905666666666667
1915-06-16 14:00:00,10,0.12,0.06,1915-06-17 00:00:00,1.644,-2.956,-0.528272727272727
1915-06-22 04:00:00,5,0.32,0.14,1915-06-22 09:00:00,2.444,-2.356,0.627666666666667
1915-06-22 16:00:00,6,0.15,0.1,1915-06-22 22:00:00,2.946,-2.756,0.773142857142857
1915-06-27 22:00:00,1,0.13,0.13,1915-06-27 23:00:00,-0.354,-1.955,-1.1545
1915-06-30 20:00:00,2,0.18,0.15,1915-06-30 22:00:00,-0.056,-1.555,-0.822333333333333
1915-07-02 14:00:00,7,0.29,0.08,1915-07-02 21:00:00,2.746,-1.555,1.082125
1915-07-05 04:00:00,6,0.59,0.38,1915-07-05 10:00:00,2.146,-1.857,0.701714285714286
1915-07-08 12:00:00,7,0.25,0.12,1915-07-08 19:00:00,1.345,-1.857,-0.542875
1915-07-11 21:00:00,3,0.61,0.44,1915-07-12 00:00:00,3.143,-0.554,1.42
1915-07-13 22:00:00,2,0.7,0.36,1915-07-14 00:00:00,0.945,-2.254,-0.554333333333333
1915-07-15 23:00:00,6,0.24,0.12,1915-07-16 05:00:00,2.946,-3.054,0.744714285714286
1915-07-16 16:00:00,6,0.19,0.1,1915-07-16 22:00:00,2.346,-1.657,0.530571428571429
1915-07-19 17:00:00,1,0.35,0.35,1915-07-19 18:00:00,2.244,1.243,1.7435
1915-07-21 17:00:00,3,0.1,0.09,1915-07-21 20:00:00,2.746,-0.856,1.045
1915-07-22 20:00:00,2,0.13,0.12,1915-07-22 22:00:00,3.245,1.644,2.545
1915-07-26 23:00:00,3,0.31,0.23,1915-07-27 02:00:00,3.343,0.246,2.01925
1915-07-28 22:00:00,4,1.2,0.91,1915-07-29 02:00:00,2.146,-2.854,-0.4742
1915-08-01 16:00:00,2,0.13,0.1,1915-08-01 18:00:00,2.444,0.945,1.74433333333333
1915-08-02 18:00:00,13,0.25,0.09,1915-08-03 07:00:00,2.444,-2.654,-0.00514285714285714
1915-08-04 00:00:00,9,2.75,0.8,1915-08-04 09:00:00,4.944,-1.257,1.6346
1915-08-05 23:00:00,4,0.52,0.38,1915-08-06 03:00:00,2.746,-0.154,1.2848
1915-08-08 16:00:00,1,0.45,0.45,1915-08-08 17:00:00,-0.856,-1.657,-1.2565
1915-08-12 16:00:00,5,0.46,0.18,1915-08-12 21:00:00,2.546,-1.457,0.461333333333333
1915-08-24 22:00:00,6,0.47,0.42,1915-08-25 04:00:00,3.645,-0.154,2.20142857142857
1915-08-28 20:00:00,12,1.09,0.25,1915-08-29 08:00:00,3.245,-2.254,0.621384615384615
1915-08-30 07:00:00,5,0.59,0.22,1915-08-30 12:00:00,1.145,-2.254,-0.655
1915-09-21 06:00:00,6,0.18,0.15,1915-09-21 12:00:00,3.045,-1.755,0.559285714285714
1915-10-01 08:00:00,22,0.64,0.1,1915-10-02 06:00:00,3.045,-2.556,0.153347826086957
1915-10-05 07:00:00,5,0.18,0.06,1915-10-05 12:00:00,2.644,-0.656,1.46116666666667
1915-10-07 16:00:00,15,0.57,0.09,1915-10-08 07:00:00,2.844,-2.654,-0.07375
1915-10-15 18:00:00,1,0.21,0.21,1915-10-15 19:00:00,2.146,1.545,1.8455
1915-10-26 22:00:00,5,0.28,0.11,1915-10-27 03:00:00,0.843,-2.556,-1.0555
1915-11-14 15:00:00,9,0.44,0.1,1915-11-15 00:00:00,1.946,-3.356,-0.00539999999999999
1915-11-15 06:00:00,3,0.21,0.12,1915-11-15 09:00:00,1.844,-0.354,0.89425
1915-11-19 02:00:00,10,0.4,0.18,1915-11-19 12:00:00,4.446,-2.356,0.526363636363636
1915-12-13 03:00:00,17,0.8,0.15,1915-12-13 20:00:00,1.745,-2.854,-0.338777777777778
1915-12-17 06:00:00,7,0.27,0.06,1915-12-17 13:00:00,1.844,-3.556,-0.043
1915-12-18 04:00:00,11,0.97,0.25,1915-12-18 15:00:00,2.844,-2.956,0.235916666666667
1915-12-26 00:00:00,9,1.08,0.33,1915-12-26 09:00:00,1.946,-1.457,0.6447
1915-12-29 03:00:00,14,1,0.2,1915-12-29 17:00:00,1.946,-2.156,0.0849333333333333
1916-01-01 23:00:00,8,0.32,0.08,1916-01-02 07:00:00,1.243,-3.255,-1.24422222222222
1916-01-10 09:00:00,5,0.36,0.17,1916-01-10 14:00:00,0.046,-2.556,-1.28883333333333
1916-01-12 15:00:00,21,0.12,0.03,1916-01-13 12:00:00,2.444,-2.654,0.185590909090909
1916-01-16 21:00:00,7,0.13,0.02,1916-01-17 04:00:00,1.243,-1.657,-0.14325
1916-01-30 03:00:00,11,0.21,0.04,1916-01-30 14:00:00,2.844,-2.756,0.4445
1916-02-01 04:00:00,10,0.32,0.07,1916-02-01 14:00:00,2.346,-3.156,-0.237090909090909
1916-02-02 05:00:00,26,1.18,0.12,1916-02-03 07:00:00,2.644,-3.556,-0.281407407407407
1916-02-12 15:00:00,15,0.64,0.12,1916-02-13 06:00:00,1.043,-3.156,-1.067875
1916-02-13 12:00:00,6,0.22,0.06,1916-02-13 18:00:00,0.545,-3.156,-1.46914285714286
1916-02-24 17:00:00,26,0.9,0.14,1916-02-25 19:00:00,3.045,-2.556,0.522444444444444
1916-03-02 02:00:00,5,0.18,0.04,1916-03-02 07:00:00,0.344,-3.156,-1.43916666666667
1916-03-06 11:00:00,11,0.47,0.09,1916-03-06 22:00:00,1.745,-3.356,-0.655333333333333
1916-03-08 09:00:00,5,0.22,0.06,1916-03-08 14:00:00,-0.256,-2.654,-1.489
1916-03-14 18:00:00,7,0.27,0.07,1916-03-15 01:00:00,1.345,-2.454,0.044625
1916-03-15 11:00:00,5,0.15,0.05,1916-03-15 16:00:00,2.844,-0.554,1.19466666666667
1916-03-22 05:00:00,17,0.91,0.25,1916-03-22 22:00:00,2.346,-2.756,-0.177333333333333
1916-03-28 09:00:00,22,1.42,0.19,1916-03-29 07:00:00,2.946,-1.755,0.471
1916-04-08 04:00:00,30,1.15,0.13,1916-04-09 10:00:00,3.245,-1.955,0.738290322580645
1916-04-14 05:00:00,10,0.41,0.13,1916-04-14 15:00:00,2.644,-2.556,0.462818181818182
1916-04-17 10:00:00,7,0.11,0.05,1916-04-17 17:00:00,3.143,0.246,1.707125
1916-04-21 19:00:00,11,0.77,0.28,1916-04-22 06:00:00,3.143,-2.756,0.244666666666667
1916-04-25 13:00:00,11,0.3,0.09,1916-04-26 00:00:00,2.444,-2.254,0.23625
1916-04-27 01:00:00,5,0.15,0.11,1916-04-27 06:00:00,0.046,-2.454,-1.2885
1916-05-04 23:00:00,14,0.34,0.09,1916-05-05 13:00:00,2.844,-2.756,-0.00886666666666667
1916-05-07 09:00:00,4,0.17,0.07,1916-05-07 13:00:00,-0.456,-2.454,-1.6556
1916-05-08 21:00:00,2,0.17,0.13,1916-05-08 23:00:00,-0.056,-1.457,-0.756
1916-05-16 12:00:00,4,0.11,0.05,1916-05-16 16:00:00,1.844,-0.656,0.8242
1916-05-17 01:00:00,8,0.14,0.08,1916-05-17 09:00:00,3.245,-3.156,0.0444444444444444
1916-05-17 19:00:00,1,0.13,0.13,1916-05-17 20:00:00,-2.556,-3.356,-2.956
1916-05-23 00:00:00,17,0.59,0.1,1916-05-23 17:00:00,3.143,-2.356,0.199888888888889
1916-05-25 17:00:00,2,1.01,0.99,1916-05-25 19:00:00,0.945,-1.755,-0.288666666666667
1916-06-03 19:00:00,2,0.17,0.16,1916-06-03 21:00:00,-0.554,-2.156,-1.355
1916-06-05 15:00:00,6,0.11,0.1,1916-06-05 21:00:00,1.844,-1.056,0.644571428571429
1916-06-07 05:00:00,27,1.72,0.4,1916-06-08 08:00:00,2.746,-2.356,0.605392857142857
1916-06-19 19:00:00,2,0.15,0.14,1916-06-19 21:00:00,1.043,-0.554,0.245
1916-06-21 15:00:00,6,0.31,0.19,1916-06-21 21:00:00,2.644,-0.755,1.37314285714286
1916-06-25 01:00:00,13,0.24,0.06,1916-06-25 14:00:00,2.146,-1.955,0.201857142857143
1916-07-10 01:00:00,8,0.45,0.1,1916-07-10 09:00:00,1.644,-3.156,-0.800444444444445
1916-07-10 15:00:00,2,0.14,0.13,1916-07-10 17:00:00,-1.755,-3.156,-2.52166666666667
1916-07-13 18:00:00,8,1.08,0.48,1916-07-14 02:00:00,2.346,-3.855,-0.310888888888889
1916-07-20 17:00:00,14,0.23,0.05,1916-07-21 07:00:00,2.546,-2.454,0.4784
1916-07-22 09:00:00,9,0.54,0.4,1916-07-22 18:00:00,1.043,-3.356,-1.2256
1916-07-25 03:00:00,17,0.87,0.32,1916-07-25 20:00:00,1.444,-2.756,-0.850222222222222
1916-08-08 16:00:00,7,0.36,0.17,1916-08-08 23:00:00,2.444,-3.255,0.4445
1916-08-11 22:00:00,5,0.39,0.2,1916-08-12 03:00:00,3.743,1.345,2.66133333333333
1916-09-08 15:00:00,2,1.44,0.93,1916-09-08 17:00:00,-1.555,-2.854,-2.12133333333333
1916-09-15 15:00:00,2,0.38,0.29,1916-09-15 17:00:00,3.045,2.444,2.745
1916-09-18 22:00:00,5,0.13,0.08,1916-09-19 03:00:00,0.344,-2.454,-1.2555
1916-09-29 14:00:00,7,0.45,0.15,1916-09-29 21:00:00,2.444,-2.054,0.50725
1916-10-13 16:00:00,3,0.2,0.11,1916-10-13 19:00:00,2.444,-0.256,0.99475
1916-10-19 04:00:00,12,1,0.22,1916-10-19 16:00:00,1.946,-0.656,1.05984615384615
1916-11-12 17:00:00,6,0.1,0.04,1916-11-12 23:00:00,1.145,-3.156,-1.18385714285714
1916-11-23 08:00:00,16,0.57,0.11,1916-11-24 00:00:00,1.444,-3.255,-0.502647058823529
1916-11-29 18:00:00,16,0.62,0.15,1916-11-30 10:00:00,2.044,-2.756,-0.167647058823529
1916-12-09 10:00:00,6,0.46,0.2,1916-12-09 16:00:00,3.543,0.446,2.27342857142857
1916-12-11 14:00:00,8,0.27,0.07,1916-12-11 22:00:00,2.146,-2.654,0.0448888888888889
1916-12-12 05:00:00,9,0.65,0.12,1916-12-12 14:00:00,1.644,-2.956,-0.7955
1916-12-15 06:00:00,11,0.57,0.09,1916-12-15 17:00:00,1.844,-2.854,-0.480416666666667
1916-12-18 17:00:00,9,0.42,0.08,1916-12-19 02:00:00,1.644,-2.756,-0.2352
1916-12-20 21:00:00,9,0.63,0.17,1916-12-21 06:00:00,1.145,-3.556,-1.1758
1916-12-22 03:00:00,9,1.76,0.45,1916-12-22 12:00:00,3.543,-3.054,-0.0456
1916-12-27 07:00:00,8,0.3,0.05,1916-12-27 15:00:00,2.346,-3.356,-1.11077777777778
1916-12-28 03:00:00,11,0.32,0.07,1916-12-28 14:00:00,1.844,-3.255,-0.572
1917-01-03 10:00:00,3,0.36,0.18,1917-01-03 13:00:00,2.244,0.545,1.57
1917-01-05 07:00:00,6,0.2,0.07,1917-01-05 13:00:00,3.045,-2.054,1.18814285714286
1917-01-13 16:00:00,13,0.23,0.05,1917-01-14 05:00:00,1.844,-3.255,-0.591357142857143
1917-01-15 16:00:00,4,0.1,0.03,1917-01-15 20:00:00,0.643,-1.056,-0.1162
1917-01-21 12:00:00,12,0.63,0.09,1917-01-22 00:00:00,2.244,-3.054,-0.171153846153846
1917-01-28 02:00:00,3,0.1,0.04,1917-01-28 05:00:00,1.545,-1.755,-0.00574999999999999
1917-01-29 14:00:00,10,0.13,0.02,1917-01-30 00:00:00,2.146,-2.854,0.117545454545455
1917-02-09 03:00:00,14,0.13,0.02,1917-02-09 17:00:00,2.346,-2.854,0.177866666666667
1917-02-15 13:00:00,11,0.34,0.05,1917-02-16 00:00:00,0.643,-2.556,-0.872583333333333
1917-02-20 12:00:00,4,0.14,0.04,1917-02-20 16:00:00,2.644,0.246,1.6646
1917-02-22 03:00:00,4,0.24,0.08,1917-02-22 07:00:00,1.545,-1.755,-0.2348
1917-02-23 16:00:00,7,0.33,0.06,1917-02-23 23:00:00,2.346,-2.956,-0.593
1917-02-28 00:00:00,18,0.89,0.09,1917-02-28 18:00:00,1.243,-3.655,-1.31310526315789
1917-03-01 11:00:00,5,0.1,0.03,1917-03-01 16:00:00,-0.154,-2.756,-1.68916666666667
1917-03-02 15:00:00,20,0.79,0.07,1917-03-03 11:00:00,1.745,-3.054,-0.81252380952381
1917-03-04 03:00:00,26,1.56,0.11,1917-03-05 05:00:00,1.745,-2.854,-0.518185185185185
1917-03-08 03:00:00,9,0.41,0.06,1917-03-08 12:00:00,1.043,-2.854,-0.8853
1917-03-14 06:00:00,13,0.3,0.04,1917-03-14 19:00:00,2.044,-2.556,0.00135714285714285
1917-03-17 07:00:00,11,0.73,0.1,1917-03-17 18:00:00,2.946,-1.257,0.89475
1917-03-21 08:00:00,14,0.41,0.09,1917-03-21 22:00:00,2.346,-2.956,-0.228266666666667
1917-03-23 18:00:00,15,0.46,0.05,1917-03-24 09:00:00,3.143,-1.955,0.388
1917-03-27 04:00:00,18,0.63,0.08,1917-03-27 22:00:00,3.445,-1.056,1.53910526315789
1917-04-05 13:00:00,13,1.19,0.2,1917-04-06 02:00:00,5.046,-1.155,1.85178571428571
1917-04-08 22:00:00,11,0.86,0.1,1917-04-09 09:00:00,2.546,-3.156,0.08625
1917-04-26 04:00:00,10,0.31,0.09,1917-04-26 14:00:00,2.746,-2.556,-0.000727272727272733
1917-05-01 06:00:00,2,0.11,0.06,1917-05-01 08:00:00,1.946,0.144,1.04433333333333
1917-05-04 12:00:00,21,1.24,0.22,1917-05-05 09:00:00,3.045,-2.756,0.108272727272727
1917-05-22 01:00:00,3,0.13,0.06,1917-05-22 04:00:00,2.946,1.745,2.47025
1917-05-23 02:00:00,3,0.25,0.13,1917-05-23 05:00:00,3.045,1.444,2.39525
1917-05-27 21:00:00,25,1.16,0.44,1917-05-28 22:00:00,2.146,-2.854,-0.171
1917-06-01 06:00:00,4,0.32,0.17,1917-06-01 10:00:00,2.044,-1.755,0.4246
1917-06-05 19:00:00,3,0.19,0.12,1917-06-05 22:00:00,-0.955,-2.854,-2.0555
1917-06-06 21:00:00,17,1.2,0.3,1917-06-07 14:00:00,3.143,-3.054,-0.00566666666666664
1917-06-14 16:00:00,6,0.36,0.15,1917-06-14 22:00:00,2.644,-2.454,0.330714285714286
1917-06-29 18:00:00,3,0.11,0.05,1917-06-29 21:00:00,2.546,0.545,1.72
1917-07-02 20:00:00,20,1.57,0.51,1917-07-03 16:00:00,2.844,-3.054,0.210857142857143
1917-07-09 18:00:00,15,0.97,0.18,1917-07-10 09:00:00,3.445,-2.454,0.91325
1917-07-10 16:00:00,22,2.63,0.8,1917-07-11 14:00:00,3.445,-2.356,0.774826086956522
1917-07-14 08:00:00,1,0.16,0.16,1917-07-14 09:00:00,1.745,0.945,1.345
1917-08-02 20:00:00,12,0.26,0.1,1917-08-03 08:00:00,2.746,-3.356,-0.139846153846154
1917-08-16 18:00:00,9,2.27,1.45,1917-08-17 03:00:00,2.946,-2.654,0.3548
1917-08-23 17:00:00,10,1.42,0.72,1917-08-24 03:00:00,2.746,-1.857,0.335454545454545
1917-08-24 18:00:00,3,0.41,0.28,1917-08-24 21:00:00,2.844,0.545,1.7945
1917-09-01 04:00:00,9,0.93,0.41,1917-09-01 13:00:00,2.546,-2.956,-0.385
1917-09-07 22:00:00,12,1.38,0.38,1917-09-08 10:00:00,1.745,-2.756,-0.286461538461538
1917-09-15 03:00:00,11,0.69,0.18,1917-09-15 14:00:00,1.946,-3.054,-0.447
1917-09-28 03:00:00,8,0.25,0.05,1917-09-28 11:00:00,2.244,-2.556,-0.500111111111111
1917-10-05 19:00:00,5,0.23,0.07,1917-10-06 00:00:00,1.243,-2.454,-0.655
1917-10-09 06:00:00,13,0.31,0.07,1917-10-09 19:00:00,0.843,-2.756,-0.834285714285714
1917-10-11 01:00:00,10,0.3,0.04,1917-10-11 11:00:00,1.946,-2.156,-0.0550909090909091
1917-10-12 15:00:00,4,0.43,0.16,1917-10-12 19:00:00,0.745,-1.056,-0.2952
1917-10-19 20:00:00,11,0.77,0.19,1917-10-20 07:00:00,0.545,-2.254,-0.880416666666667
1917-10-24 01:00:00,12,2.26,0.4,1917-10-24 13:00:00,2.946,-1.955,0.598615384615385
1917-10-27 21:00:00,3,0.7,0.42,1917-10-28 00:00:00,3.045,0.843,2.2195
1917-10-30 04:00:00,11,1.03,0.34,1917-10-30 15:00:00,3.543,-1.657,0.827666666666667
1917-11-22 02:00:00,11,0.18,0.05,1917-11-22 13:00:00,2.546,-2.356,0.394916666666667
1917-11-27 22:00:00,6,0.18,0.04,1917-11-28 04:00:00,1.644,-1.056,0.458857142857143
1917-11-30 13:00:00,14,0.53,0.15,1917-12-01 03:00:00,3.143,-2.054,0.731133333333333
1917-12-08 08:00:00,11,0.7,0.2,1917-12-08 19:00:00,3.944,-0.955,1.0865
1917-12-10 03:00:00,4,0.1,0.03,1917-12-10 07:00:00,-2.156,-3.957,-3.1956
1917-12-12 10:00:00,14,0.11,0.02,1917-12-13 00:00:00,1.345,-3.855,-0.935333333333333
1917-12-13 17:00:00,11,1.36,0.45,1917-12-14 04:00:00,3.143,-2.356,0.37775
1917-12-29 06:00:00,5,0.11,0.03,1917-12-29 11:00:00,-2.156,-4.357,-3.27216666666667
1918-01-07 05:00:00,12,0.5,0.27,1918-01-07 17:00:00,2.044,-1.056,0.436538461538462
1918-01-11 21:00:00,9,0.54,0.14,1918-01-12 06:00:00,1.243,-2.356,0.1537
1918-01-15 03:00:00,7,0.96,0.21,1918-01-15 10:00:00,1.145,-2.756,-0.81775
1918-01-18 14:00:00,9,0.48,0.1,1918-01-18 23:00:00,1.946,-2.654,0.0948
1918-01-22 03:00:00,13,0.55,0.07,1918-01-22 16:00:00,0.745,-3.855,-1.51978571428571
1918-01-26 21:00:00,6,0.26,0.06,1918-01-27 03:00:00,0.643,-3.054,-1.01228571428571
1918-01-28 03:00:00,10,0.48,0.07,1918-01-28 13:00:00,0.945,-2.854,-1.03763636363636
1918-01-30 16:00:00,8,0.19,0.05,1918-01-31 00:00:00,0.945,-2.654,-0.898888888888889
1918-02-09 06:00:00,10,0.17,0.07,1918-02-09 16:00:00,1.644,-2.156,-0.101181818181818
1918-02-19 15:00:00,17,0.89,0.3,1918-02-20 08:00:00,1.844,-2.756,-0.811
1918-02-22 10:00:00,11,0.2,0.03,1918-02-22 21:00:00,2.746,-2.556,0.12825
1918-02-25 23:00:00,7,0.28,0.15,1918-02-26 06:00:00,3.245,0.246,1.857
1918-03-04 20:00:00,6,0.15,0.05,1918-03-05 02:00:00,0.745,-2.356,-0.969714285714286
1918-03-07 01:00:00,8,0.25,0.13,1918-03-07 09:00:00,2.844,-2.454,0.322777777777778
1918-03-13 20:00:00,9,0.6,0.26,1918-03-14 05:00:00,2.746,-3.556,-0.0551
1918-03-14 18:00:00,5,0.25,0.12,1918-03-14 23:00:00,0.945,-1.857,-0.672666666666667
1918-03-21 19:00:00,11,0.6,0.13,1918-03-22 06:00:00,2.044,-2.454,0.0115
1918-03-25 02:00:00,5,0.16,0.08,1918-03-25 07:00:00,1.444,-2.156,-0.388833333333333
1918-04-03 17:00:00,1,0.15,0.15,1918-04-03 18:00:00,1.444,0.945,1.1945
1918-04-09 08:00:00,28,1.35,0.23,1918-04-10 12:00:00,2.546,-3.855,-0.324379310344828
1918-04-10 18:00:00,10,0.17,0.05,1918-04-11 04:00:00,4.446,-1.355,1.79936363636364
1918-04-11 14:00:00,17,0.6,0.08,1918-04-12 07:00:00,4.245,-1.857,1.6775
1918-04-12 13:00:00,4,0.15,0.08,1918-04-12 17:00:00,4.045,2.244,3.3242
1918-04-20 21:00:00,21,1.32,0.52,1918-04-21 18:00:00,2.946,-2.054,0.462863636363636
1918-04-30 19:00:00,9,0.8,0.31,1918-05-01 04:00:00,2.844,-2.356,-0.1654
1918-05-10 19:00:00,1,0.29,0.29,1918-05-10 20:00:00,-1.457,-2.156,-1.8065
1918-05-13 18:00:00,15,1.15,0.48,1918-05-14 09:00:00,2.546,-2.854,-0.074
1918-05-21 15:00:00,16,1.66,0.49,1918-05-22 07:00:00,1.946,-3.655,-1.08452941176471
1918-05-27 20:00:00,5,3.16,0.97,1918-05-28 01:00:00,1.745,-3.054,-1.03883333333333
1918-05-31 00:00:00,8,0.24,0.19,1918-05-31 08:00:00,3.143,-2.454,1.1
1918-06-05 19:00:00,2,0.35,0.24,1918-06-05 21:00:00,1.745,-0.856,0.478
1918-06-07 01:00:00,11,0.45,0.37,1918-06-07 12:00:00,2.746,-2.356,0.302916666666667
1918-06-11 01:00:00,3,0.16,0.08,1918-06-11 04:00:00,3.045,1.243,2.344
1918-06-14 19:00:00,3,0.27,0.15,1918-06-14 22:00:00,1.345,-1.155,0.045
1918-06-21 20:00:00,12,0.82,0.23,1918-06-22 08:00:00,3.543,-1.457,1.152
1918-07-19 16:00:00,2,0.81,0.69,1918-07-19 18:00:00,-1.555,-3.054,-2.421
1918-07-30 13:00:00,32,1.34,0.24,1918-07-31 21:00:00,2.746,-3.455,-0.303878787878788
1918-08-05 02:00:00,2,0.13,0.08,1918-08-05 04:00:00,2.244,0.446,1.311
1918-08-12 16:00:00,3,1.59,1.5,1918-08-12 19:00:00,2.244,1.243,1.79375
1918-08-14 16:00:00,4,0.43,0.36,1918-08-14 20:00:00,2.244,0.144,1.4042
1918-08-26 14:00:00,1,0.16,0.16,1918-08-26 15:00:00,1.243,-0.056,0.5935
1918-08-29 16:00:00,5,0.19,0.18,1918-08-29 21:00:00,2.644,-0.856,1.34466666666667
1918-08-31 20:00:00,3,0.76,0.47,1918-08-31 23:00:00,3.343,2.044,2.81975
1918-09-18 00:00:00,15,2.33,0.64,1918-09-18 15:00:00,2.346,-3.255,-0.0115
1918-09-20 09:00:00,19,1,0.14,1918-09-21 04:00:00,2.746,-3.455,-0.1853
1918-09-30 23:00:00,5,0.16,0.13,1918-10-01 04:00:00,2.444,-1.355,0.578
1918-10-07 06:00:00,4,0.14,0.08,1918-10-07 10:00:00,-0.755,-3.655,-2.2154
1918-10-20 15:00:00,9,0.12,0.04,1918-10-21 00:00:00,3.143,-2.454,0.0541
1918-10-31 01:00:00,5,0.32,0.14,1918-10-31 06:00:00,1.243,-2.454,-0.755166666666667
1918-11-17 10:00:00,9,0.82,0.25,1918-11-17 19:00:00,2.844,-1.657,0.8344
1918-11-18 03:00:00,3,0.34,0.25,1918-11-18 06:00:00,1.545,-0.656,0.4445
1918-11-18 15:00:00,2,0.32,0.31,1918-11-18 17:00:00,2.346,0.643,1.44466666666667
1918-11-28 14:00:00,9,0.41,0.09,1918-11-28 23:00:00,2.644,-2.756,-0.3454
1918-12-11 10:00:00,12,1.24,0.22,1918-12-11 22:00:00,2.346,-2.254,0.175538461538462
1918-12-14 15:00:00,19,1.21,0.34,1918-12-15 10:00:00,2.244,-2.654,-0.32545
1918-12-22 10:00:00,13,0.97,0.15,1918-12-22 23:00:00,2.444,-2.956,-0.0839285714285714
1918-12-24 12:00:00,10,0.59,0.17,1918-12-24 22:00:00,2.444,-2.254,0.317363636363636
1918-12-31 23:00:00,57,2.07,0.14,1919-01-03 08:00:00,2.444,-3.356,-0.341655172413793
