start,duration,depth,peak,end,td.max.lf,td.min.lf,td.mean.lf,td.min.lf,td.mean.lf,td.max.lf
1982-06-16 19:00:00,7,1.31,0.69,1982-06-17 02:00:00,0.710188632,0.587750129,0.636236471,0.587750129,0.636236471,0.710188632
1982-06-19 20:00:00,2,0.12,0.11,1982-06-19 22:00:00,0.884484224,0.810514454,0.848041040666667,0.810514454,0.848041040666667,0.884484224
1982-06-29 07:00:00,12,0.81,0.51,1982-06-29 19:00:00,0.705166771,0.603770076,0.667131119307692,0.603770076,0.667131119307692,0.705166771
1982-07-03 11:00:00,9,0.42,0.18,1982-07-03 20:00:00,0.079186372,-0.003714769,0.0257539518,-0.003714769,0.0257539518,0.079186372
1982-07-15 15:00:00,3,0.38,0.31,1982-07-15 18:00:00,0.161787583,0.140100279,0.151166288,0.140100279,0.151166288,0.161787583
1982-07-28 03:00:00,6,0.98,0.87,1982-07-28 09:00:00,0.873889248,0.705689586,0.804286750285714,0.705689586,0.804286750285714,0.873889248
1982-08-02 21:00:00,1,0.12,0.12,1982-08-02 22:00:00,0.246280117,0.233988857,0.240134487,0.233988857,0.240134487,0.246280117
1982-08-08 20:00:00,3,1.18,0.68,1982-08-08 23:00:00,0.655454354,0.644725122,0.651399012,0.644725122,0.651399012,0.655454354
1982-08-09 17:00:00,8,0.13,0.06,1982-08-10 01:00:00,0.374614363,0.326150747,0.346904321777778,0.326150747,0.346904321777778,0.374614363
1982-08-11 18:00:00,14,0.36,0.18,1982-08-12 08:00:00,0.228865667,0.005351361,0.0978778186666667,0.005351361,0.0978778186666667,0.228865667
1982-08-25 03:00:00,3,0.19,0.12,1982-08-25 06:00:00,0.41653989,0.387431225,0.4061261625,0.387431225,0.4061261625,0.41653989
1982-09-02 22:00:00,3,0.42,0.3,1982-09-03 01:00:00,0.184706387,0.16027824,0.1727126315,0.16027824,0.1727126315,0.184706387
1982-09-20 04:00:00,15,0.56,0.12,1982-09-20 19:00:00,0.625562109,0.566259981,0.6028343225,0.566259981,0.6028343225,0.625562109
1982-09-21 23:00:00,5,0.29,0.17,1982-09-22 04:00:00,0.853481394,0.664728684,0.756353921166667,0.664728684,0.756353921166667,0.853481394
1982-09-22 14:00:00,11,0.2,0.06,1982-09-23 01:00:00,1.135567326,0.803064138,1.02533404808333,0.803064138,1.02533404808333,1.135567326
1982-09-26 18:00:00,12,0.76,0.27,1982-09-27 06:00:00,1.670453662,1.051679629,1.45279721084615,1.051679629,1.45279721084615,1.670453662
1982-10-21 00:00:00,4,0.28,0.16,1982-10-21 04:00:00,0.433448206,0.190315052,0.3190455606,0.190315052,0.3190455606,0.433448206
1982-10-25 06:00:00,23,1.54,0.18,1982-10-26 05:00:00,0.72811535,0.236902668,0.5445289485,0.236902668,0.5445289485,0.72811535
1982-11-04 19:00:00,8,0.6,0.18,1982-11-05 03:00:00,0.939777673,0.378884691,0.690312543444444,0.378884691,0.690312543444444,0.939777673
1982-11-12 22:00:00,10,1.73,0.46,1982-11-13 08:00:00,0.704090168,-0.729210958,0.0624615242727273,-0.729210958,0.0624615242727273,0.704090168
1982-11-28 16:00:00,15,1.32,0.21,1982-11-29 07:00:00,0.313530129,0.02371746,0.233007271125,0.02371746,0.233007271125,0.313530129
1982-12-01 11:00:00,11,0.4,0.08,1982-12-01 22:00:00,0.242536747,0.070141977,0.179285676333333,0.070141977,0.179285676333333,0.242536747
1982-12-12 02:00:00,10,0.52,0.17,1982-12-12 12:00:00,-0.134914907,-0.360483,-0.284079090545455,-0.360483,-0.284079090545455,-0.134914907
1982-12-16 07:00:00,5,0.39,0.17,1982-12-16 12:00:00,0.507126601,0.396754659,0.4696533865,0.396754659,0.4696533865,0.507126601
1982-12-29 10:00:00,6,0.24,0.08,1982-12-29 16:00:00,-0.004718798,-0.322881112,-0.168520740714286,-0.322881112,-0.168520740714286,-0.004718798
1983-01-05 13:00:00,12,0.54,0.1,1983-01-06 01:00:00,-0.06639101,-0.332779011,-0.183369839076923,-0.332779011,-0.183369839076923,-0.06639101
1983-01-10 01:00:00,24,1.05,0.2,1983-01-11 01:00:00,1.412608167,0.135825925,0.8873222316,0.135825925,0.8873222316,1.412608167
1983-01-15 03:00:00,12,0.31,0.05,1983-01-15 15:00:00,0.641884435,0.461055925,0.591067846615385,0.461055925,0.591067846615385,0.641884435
1983-01-22 23:00:00,18,0.77,0.2,1983-01-23 17:00:00,0.431071833,0.043418015,0.268538591842105,0.043418015,0.268538591842105,0.431071833
1983-01-30 16:00:00,4,0.13,0.07,1983-01-30 20:00:00,0.938163982,0.913689411,0.927730252,0.913689411,0.927730252,0.938163982
1983-02-02 11:00:00,9,0.21,0.09,1983-02-02 20:00:00,1.349163061,0.585175006,0.9799775791,0.585175006,0.9799775791,1.349163061
1983-02-03 02:00:00,5,0.3,0.11,1983-02-03 07:00:00,1.606881065,1.558422641,1.59168829816667,1.558422641,1.59168829816667,1.606881065
1983-02-06 17:00:00,18,0.78,0.11,1983-02-07 11:00:00,0.534824646,0.362214504,0.413765665,0.362214504,0.413765665,0.534824646
1983-02-11 06:00:00,22,1.87,0.26,1983-02-12 04:00:00,0.176560208,0.010777558,0.124478430826087,0.010777558,0.124478430826087,0.176560208
1983-02-23 08:00:00,6,0.3,0.08,1983-02-23 14:00:00,0.680165232,0.622560491,0.655982848142857,0.622560491,0.655982848142857,0.680165232
1983-03-01 11:00:00,21,0.9,0.12,1983-03-02 08:00:00,0.949151262,0.28276589,0.655438581363636,0.28276589,0.655438581363636,0.949151262
1983-03-06 23:00:00,7,0.26,0.1,1983-03-07 06:00:00,0.219107268,0.123009107,0.1804077565,0.123009107,0.1804077565,0.219107268
1983-03-08 02:00:00,12,0.59,0.14,1983-03-08 14:00:00,1.124536037,0.380127392,0.769941532384615,0.380127392,0.769941532384615,1.124536037
1983-03-08 23:00:00,3,0.16,0.14,1983-03-09 02:00:00,1.317574151,1.311648477,1.3154332895,1.311648477,1.3154332895,1.317574151
1983-03-10 01:00:00,10,0.38,0.09,1983-03-10 11:00:00,1.337591102,1.282276466,1.30828055345455,1.282276466,1.30828055345455,1.337591102
1983-03-11 22:00:00,11,0.34,0.06,1983-03-12 09:00:00,0.3284375,-0.319405046,0.00108825616666666,-0.319405046,0.00108825616666666,0.3284375
1983-03-18 07:00:00,26,1.41,0.3,1983-03-19 09:00:00,2.600464641,1.311690667,2.15958919803704,1.311690667,2.15958919803704,2.600464641
1983-03-21 06:00:00,10,1.49,0.51,1983-03-21 16:00:00,1.820157285,1.318484695,1.61506434627273,1.318484695,1.61506434627273,1.820157285
1983-03-27 11:00:00,12,1.11,0.34,1983-03-27 23:00:00,2.027004809,1.019713348,1.53527560084615,1.019713348,1.53527560084615,2.027004809
1983-04-02 22:00:00,10,1.23,0.33,1983-04-03 08:00:00,2.12168895,1.841020551,2.03607340581818,1.841020551,2.03607340581818,2.12168895
1983-04-07 15:00:00,15,0.23,0.07,1983-04-08 06:00:00,0.477800152,0.174820009,0.3304506683125,0.174820009,0.3304506683125,0.477800152
1983-04-08 12:00:00,12,0.33,0.12,1983-04-09 00:00:00,0.505881062,0.4379109,0.468039730076923,0.4379109,0.468039730076923,0.505881062
1983-04-09 19:00:00,20,1.94,0.35,1983-04-10 15:00:00,1.805912437,1.105485546,1.512666524,1.105485546,1.512666524,1.805912437
1983-04-15 19:00:00,14,2.66,0.4,1983-04-16 09:00:00,2.342482044,1.269425233,1.90171659306667,1.269425233,1.90171659306667,2.342482044
1983-04-19 06:00:00,5,0.12,0.04,1983-04-19 11:00:00,1.163343008,0.743861158,0.960748559666667,0.743861158,0.960748559666667,1.163343008
1983-04-19 20:00:00,15,0.14,0.02,1983-04-20 11:00:00,-0.038341079,-0.349862084,-0.2623812584375,-0.349862084,-0.2623812584375,-0.038341079
1983-04-23 22:00:00,16,0.87,0.23,1983-04-24 14:00:00,1.875347013,1.036237125,1.42400363564706,1.036237125,1.42400363564706,1.875347013
1983-04-24 20:00:00,10,0.6,0.2,1983-04-25 06:00:00,2.038289657,1.652944729,1.90170599509091,1.652944729,1.90170599509091,2.038289657
1983-05-03 20:00:00,10,0.17,0.06,1983-05-04 06:00:00,0.429204867,0.168877343,0.326432475818182,0.168877343,0.326432475818182,0.429204867
1983-05-15 16:00:00,2,0.54,0.42,1983-05-15 18:00:00,0.76488039,0.713175972,0.739395946666667,0.713175972,0.739395946666667,0.76488039
1983-05-16 04:00:00,19,1.73,0.38,1983-05-16 23:00:00,0.368557643,0.117665519,0.19039159085,0.117665519,0.19039159085,0.368557643
1983-05-19 18:00:00,9,0.1,0.03,1983-05-20 03:00:00,0.854790239,0.780082546,0.8335824635,0.780082546,0.8335824635,0.854790239
1983-05-21 13:00:00,7,1.68,1,1983-05-21 20:00:00,0.32224552,0.201519985,0.26774377775,0.201519985,0.26774377775,0.32224552
1983-05-22 12:00:00,12,0.92,0.37,1983-05-23 00:00:00,0.846389705,0.537384024,0.693482123615385,0.537384024,0.693482123615385,0.846389705
1983-05-23 14:00:00,3,0.3,0.26,1983-05-23 17:00:00,0.959978417,0.940962298,0.95107721975,0.940962298,0.95107721975,0.959978417
1983-05-26 19:00:00,10,1.14,0.27,1983-05-27 05:00:00,1.128839431,1.12220496,1.12680769418182,1.12220496,1.12680769418182,1.128839431
1983-05-29 03:00:00,9,0.19,0.04,1983-05-29 12:00:00,0.978586729,0.770687604,0.8771603218,0.770687604,0.8771603218,0.978586729
1983-05-30 01:00:00,4,0.15,0.08,1983-05-30 05:00:00,1.057392351,1.049231713,1.0530361802,1.049231713,1.0530361802,1.057392351
1983-06-03 20:00:00,10,0.24,0.09,1983-06-04 06:00:00,0.876189959,0.757717008,0.841376581909091,0.757717008,0.841376581909091,0.876189959
1983-06-19 15:00:00,6,0.26,0.15,1983-06-19 21:00:00,0.446330954,0.36440866,0.405158589571429,0.36440866,0.405158589571429,0.446330954
1983-06-20 17:00:00,21,1.19,0.2,1983-06-21 14:00:00,0.756929882,0.500201348,0.679586650772727,0.500201348,0.679586650772727,0.756929882
1983-06-28 21:00:00,4,0.94,0.48,1983-06-29 01:00:00,0.481013916,0.256820568,0.3666405216,0.256820568,0.3666405216,0.481013916
1983-07-19 18:00:00,3,0.3,0.19,1983-07-19 21:00:00,0.547877758,0.53181799,0.54045292125,0.53181799,0.54045292125,0.547877758
1983-07-21 20:00:00,2,0.21,0.2,1983-07-21 22:00:00,0.232284305,0.132569074,0.183138637666667,0.132569074,0.183138637666667,0.232284305
1983-07-23 23:00:00,3,0.12,0.06,1983-07-24 02:00:00,0.839191172,0.787890522,0.81454971025,0.787890522,0.81454971025,0.839191172
1983-08-11 17:00:00,7,1.34,0.7,1983-08-12 00:00:00,1.12820248,1.091507462,1.11518111175,1.091507462,1.11518111175,1.12820248
1983-08-22 18:00:00,1,0.14,0.14,1983-08-22 19:00:00,0.466822106,0.433933593,0.4503778495,0.433933593,0.4503778495,0.466822106
1983-08-28 23:00:00,6,0.88,0.48,1983-08-29 05:00:00,0.553333356,0.481665413,0.521531396285714,0.481665413,0.521531396285714,0.553333356
1983-09-12 18:00:00,4,0.93,0.71,1983-09-12 22:00:00,0.388597479,0.355155477,0.3710728798,0.355155477,0.3710728798,0.388597479
1983-09-21 13:00:00,13,2.45,1.56,1983-09-22 02:00:00,0.872092332,0.237310658,0.629660907357143,0.237310658,0.629660907357143,0.872092332
1983-10-01 23:00:00,6,0.51,0.45,1983-10-02 05:00:00,0.640710014,0.55239014,0.60231336,0.55239014,0.60231336,0.640710014
1983-10-11 23:00:00,15,0.79,0.24,1983-10-12 14:00:00,1.80523038,1.43500649,1.693248662,1.43500649,1.693248662,1.80523038
1983-10-13 22:00:00,4,0.32,0.21,1983-10-14 02:00:00,0.783326062,0.586495809,0.6890149662,0.586495809,0.6890149662,0.783326062
1983-10-19 02:00:00,7,0.28,0.08,1983-10-19 09:00:00,0.099912879,0.02716822,0.052118745625,0.02716822,0.052118745625,0.099912879
1983-10-23 04:00:00,31,1.56,0.24,1983-10-24 11:00:00,1.661171554,0.994808825,1.406054455,0.994808825,1.406054455,1.661171554
1983-10-24 23:00:00,9,0.18,0.04,1983-10-25 08:00:00,1.545488387,1.06473613,1.2946546719,1.06473613,1.2946546719,1.545488387
1983-11-03 20:00:00,7,0.36,0.11,1983-11-04 03:00:00,0.351171516,0.176647817,0.2600820745,0.176647817,0.2600820745,0.351171516
1983-11-10 12:00:00,13,1.31,0.23,1983-11-11 01:00:00,1.458930036,0.543034237,1.0333788325,0.543034237,1.0333788325,1.458930036
1983-11-15 08:00:00,18,1.96,0.29,1983-11-16 02:00:00,2.012689964,1.347453191,1.79205496084211,1.347453191,1.79205496084211,2.012689964
1983-11-20 23:00:00,5,0.66,0.23,1983-11-21 04:00:00,1.244497147,1.184473193,1.2250953875,1.184473193,1.2250953875,1.244497147
1983-11-24 10:00:00,6,0.33,0.18,1983-11-24 16:00:00,1.491713333,1.447154178,1.47699504314286,1.447154178,1.47699504314286,1.491713333
1983-11-24 23:00:00,14,0.75,0.09,1983-11-25 13:00:00,1.160290139,-0.302898431,0.439423502533333,-0.302898431,0.439423502533333,1.160290139
1983-11-28 14:00:00,5,0.23,0.07,1983-11-28 19:00:00,1.484501045,1.012348105,1.2546621055,1.012348105,1.2546621055,1.484501045
1983-12-02 23:00:00,4,0.39,0.14,1983-12-03 03:00:00,0.600374856,0.456298848,0.5369324056,0.456298848,0.5369324056,0.600374856
1983-12-04 03:00:00,10,1.29,0.29,1983-12-04 13:00:00,1.695631394,0.716401553,1.25142953436364,0.716401553,1.25142953436364,1.695631394
1983-12-06 10:00:00,12,0.32,0.09,1983-12-06 22:00:00,1.927187288,1.517899688,1.81270252953846,1.517899688,1.81270252953846,1.927187288
1983-12-12 04:00:00,10,0.87,0.26,1983-12-12 14:00:00,NA,NA,NA,NA,NA,NA
1983-12-12 20:00:00,29,1.65,0.18,1983-12-14 01:00:00,NA,NA,NA,NA,NA,NA
1983-12-22 01:00:00,17,1.77,0.4,1983-12-22 18:00:00,NA,NA,NA,NA,NA,NA
1983-12-28 11:00:00,7,1.07,0.26,1983-12-28 18:00:00,NA,NA,NA,NA,NA,NA
1984-01-04 17:00:00,8,0.11,0.06,1984-01-05 01:00:00,0.200940722,-0.026219622,0.0951382641111111,-0.026219622,0.0951382641111111,0.200940722
1984-01-10 17:00:00,10,0.38,0.08,1984-01-11 03:00:00,-0.17370637,-0.467093788,-0.318814281545455,-0.467093788,-0.318814281545455,-0.17370637
1984-01-14 00:00:00,8,0.23,0.12,1984-01-14 08:00:00,0.519864976,0.42168757,0.486353949444444,0.42168757,0.486353949444444,0.519864976
1984-01-18 11:00:00,21,0.73,0.1,1984-01-19 08:00:00,0.181506687,-0.232929272,0.0251058572272727,-0.232929272,0.0251058572272727,0.181506687
1984-01-24 11:00:00,9,0.22,0.05,1984-01-24 20:00:00,-0.386936361,-0.616556432,-0.5085289661,-0.616556432,-0.5085289661,-0.386936361
1984-01-30 19:00:00,4,0.46,0.2,1984-01-30 23:00:00,0.457341048,0.434250812,0.4493780532,0.434250812,0.4493780532,0.457341048
1984-02-03 21:00:00,5,0.34,0.14,1984-02-04 02:00:00,0.136799121,0.11892403,0.1271700755,0.11892403,0.1271700755,0.136799121
1984-02-14 18:00:00,19,0.96,0.17,1984-02-15 13:00:00,1.095374028,0.655358256,0.8555858995,0.655358256,0.8555858995,1.095374028
1984-02-23 20:00:00,4,0.7,0.19,1984-02-24 00:00:00,0.489305453,0.378076571,0.4344308962,0.378076571,0.4344308962,0.489305453
1984-02-28 00:00:00,12,0.6,0.1,1984-02-28 12:00:00,1.539441074,0.56072987,1.035089907,0.56072987,1.035089907,1.539441074
1984-03-05 06:00:00,22,0.76,0.09,1984-03-06 04:00:00,0.467489838,0.082499208,0.348956637,0.082499208,0.348956637,0.467489838
1984-03-08 16:00:00,16,0.74,0.12,1984-03-09 08:00:00,0.482711908,-0.637161496,-0.00562684252941177,-0.637161496,-0.00562684252941177,0.482711908
1984-03-13 05:00:00,21,1.92,0.27,1984-03-14 02:00:00,0.217531578,-0.319131538,0.0543118681818182,-0.319131538,0.0543118681818182,0.217531578
1984-03-21 10:00:00,5,0.18,0.08,1984-03-21 15:00:00,1.944263328,1.779108406,1.87677283133333,1.779108406,1.87677283133333,1.944263328
1984-03-25 09:00:00,14,0.38,0.09,1984-03-25 23:00:00,0.381444291,-0.108387751,0.1007588982,-0.108387751,0.1007588982,0.381444291
1984-03-27 21:00:00,46,2.15,0.29,1984-03-29 19:00:00,1.945978281,0.568616813,1.28312249142553,0.568616813,1.28312249142553,1.945978281
1984-04-04 13:00:00,20,1.97,0.28,1984-04-05 09:00:00,2.500520169,0.756688782,1.69987143271429,0.756688782,1.69987143271429,2.500520169
1984-04-05 18:00:00,4,0.1,0.05,1984-04-05 22:00:00,2.579468617,2.537415083,2.558726485,2.537415083,2.558726485,2.579468617
1984-04-14 22:00:00,5,0.18,0.14,1984-04-15 03:00:00,1.360697178,1.252603258,1.30889988366667,1.252603258,1.30889988366667,1.360697178
1984-04-15 22:00:00,13,0.62,0.21,1984-04-16 11:00:00,1.6766589,1.332166971,1.46340947842857,1.332166971,1.46340947842857,1.6766589
1984-04-18 17:00:00,2,0.1,0.08,1984-04-18 19:00:00,1.331111562,1.305403873,1.31834794433333,1.305403873,1.31834794433333,1.331111562
1984-04-22 21:00:00,24,0.61,0.09,1984-04-23 21:00:00,1.240726313,1.033197854,1.1656483818,1.033197854,1.1656483818,1.240726313
1984-04-29 00:00:00,4,0.44,0.2,1984-04-29 04:00:00,0.628647451,0.597791982,0.612466286,0.597791982,0.612466286,0.628647451
1984-05-03 17:00:00,9,0.34,0.11,1984-05-04 02:00:00,1.147639176,0.5899818,0.8716123867,0.5899818,0.8716123867,1.147639176
1984-05-04 14:00:00,1,0.14,0.14,1984-05-04 15:00:00,1.318764056,1.282320234,1.300542145,1.282320234,1.300542145,1.318764056
1984-05-08 05:00:00,6,0.15,0.06,1984-05-08 11:00:00,1.002555454,0.893141416,0.960315176142857,0.893141416,0.960315176142857,1.002555454
1984-05-08 18:00:00,3,0.59,0.33,1984-05-08 21:00:00,0.882433092,0.774899246,0.82953364225,0.774899246,0.82953364225,0.882433092
1984-05-19 03:00:00,6,0.21,0.08,1984-05-19 09:00:00,0.533427937,0.415209565,0.478950974142857,0.415209565,0.478950974142857,0.533427937
1984-05-23 15:00:00,5,0.47,0.21,1984-05-23 20:00:00,0.141824894,-0.064608599,0.0405521541666667,-0.064608599,0.0405521541666667,0.141824894
1984-05-26 20:00:00,1,0.2,0.2,1984-05-26 21:00:00,0.051288366,0.023101167,0.0371947665,0.023101167,0.0371947665,0.051288366
1984-05-28 04:00:00,27,1.03,0.49,1984-05-29 07:00:00,0.928649154,0.335996984,0.576462792285714,0.335996984,0.576462792285714,0.928649154
1984-05-29 13:00:00,22,3.18,0.49,1984-05-30 11:00:00,1.755022151,1.152581225,1.47693351208696,1.152581225,1.47693351208696,1.755022151
1984-05-30 21:00:00,9,0.36,0.08,1984-05-31 06:00:00,2.082622427,1.972858432,2.0379350083,1.972858432,2.0379350083,2.082622427
1984-06-13 21:00:00,4,0.25,0.15,1984-06-14 01:00:00,0.100316309,0.085728003,0.0910140206,0.085728003,0.0910140206,0.100316309
1984-06-17 13:00:00,20,0.54,0.13,1984-06-18 09:00:00,0.445638817,0.254882983,0.303257188,0.254882983,0.303257188,0.445638817
1984-06-19 00:00:00,4,0.79,0.56,1984-06-19 04:00:00,0.727392121,0.702819948,0.7181698254,0.702819948,0.7181698254,0.727392121
1984-06-24 16:00:00,14,0.67,0.18,1984-06-25 06:00:00,1.016269153,0.850189292,0.967240237866667,0.850189292,0.967240237866667,1.016269153
1984-06-30 06:00:00,9,0.52,0.15,1984-06-30 15:00:00,0.451472487,0.402488094,0.4224463229,0.402488094,0.4224463229,0.451472487
1984-07-01 00:00:00,9,0.1,0.06,1984-07-01 09:00:00,0.750978835,0.503078104,0.6241792418,0.503078104,0.6241792418,0.750978835
1984-07-01 17:00:00,1,0.3,0.3,1984-07-01 18:00:00,0.884470446,0.88034651,0.882408478,0.88034651,0.882408478,0.884470446
1984-07-05 21:00:00,4,1.27,1,1984-07-06 01:00:00,0.350982993,0.215211006,0.282512986,0.215211006,0.282512986,0.350982993
1984-07-07 02:00:00,7,1.39,0.63,1984-07-07 09:00:00,1.669682317,1.194410917,1.463000005375,1.194410917,1.463000005375,1.669682317
1984-07-11 20:00:00,1,0.25,0.25,1984-07-11 21:00:00,0.758652638,0.753449328,0.756050983,0.753449328,0.756050983,0.758652638
1984-07-16 22:00:00,1,0.66,0.66,1984-07-16 23:00:00,0.411084959,0.397479625,0.404282292,0.397479625,0.404282292,0.411084959
1984-07-18 06:00:00,6,0.68,0.35,1984-07-18 12:00:00,0.648482385,0.5029977,0.583952462857143,0.5029977,0.583952462857143,0.648482385
1984-07-21 06:00:00,18,0.63,0.26,1984-07-22 00:00:00,0.480294873,0.293204481,0.363245993894737,0.293204481,0.363245993894737,0.480294873
1984-07-22 15:00:00,2,0.13,0.07,1984-07-22 17:00:00,0.358946099,0.343581868,0.351499067333333,0.343581868,0.351499067333333,0.358946099
1984-07-27 03:00:00,6,1.38,0.5,1984-07-27 09:00:00,1.098723466,0.985620386,1.05968576971429,0.985620386,1.05968576971429,1.098723466
1984-08-10 17:00:00,4,2.24,1.14,1984-08-10 21:00:00,0.83887988,0.831859824,0.8355688108,0.831859824,0.8355688108,0.83887988
1984-08-12 06:00:00,2,0.13,0.12,1984-08-12 08:00:00,0.844727314,0.83349718,0.839188917333333,0.83349718,0.839188917333333,0.844727314
1984-08-12 15:00:00,2,0.43,0.37,1984-08-12 17:00:00,0.87407243,0.869740247,0.871969783666667,0.869740247,0.871969783666667,0.87407243
1984-08-19 10:00:00,3,0.44,0.3,1984-08-19 13:00:00,0.865774709,0.861126302,0.8636955665,0.861126302,0.8636955665,0.865774709
1984-09-03 20:00:00,19,1.04,0.6,1984-09-04 15:00:00,0.615580218,0.502047203,0.5778290411,0.502047203,0.5778290411,0.615580218
1984-09-15 06:00:00,5,0.16,0.07,1984-09-15 11:00:00,0.226843396,0.031325089,0.130494044,0.031325089,0.130494044,0.226843396
1984-09-28 03:00:00,6,0.48,0.1,1984-09-28 09:00:00,0.520283551,0.452370282,0.486256679857143,0.452370282,0.486256679857143,0.520283551
1984-09-28 15:00:00,9,0.16,0.04,1984-09-29 00:00:00,0.506928153,0.425474441,0.4603323279,0.425474441,0.4603323279,0.506928153
1984-10-01 06:00:00,8,0.73,0.15,1984-10-01 14:00:00,1.242470707,1.165377922,1.20490711055556,1.165377922,1.20490711055556,1.242470707
1984-10-01 22:00:00,3,0.12,0.1,1984-10-02 01:00:00,1.239291893,1.171815949,1.2083963435,1.171815949,1.2083963435,1.239291893
1984-10-22 21:00:00,5,0.78,0.32,1984-10-23 02:00:00,0.314189501,0.281095028,0.297120285,0.281095028,0.297120285,0.314189501
1984-10-23 21:00:00,18,0.39,0.08,1984-10-24 15:00:00,0.603995067,0.1833924,0.382844069842105,0.1833924,0.382844069842105,0.603995067
1984-10-28 23:00:00,8,0.42,0.18,1984-10-29 07:00:00,0.549116273,0.324497506,0.438428068333333,0.324497506,0.438428068333333,0.549116273
1984-11-05 00:00:00,7,0.77,0.34,1984-11-05 07:00:00,NA,NA,NA,NA,NA,NA
1984-11-18 16:00:00,18,0.32,0.04,1984-11-19 10:00:00,NA,NA,NA,NA,NA,NA
1984-11-28 23:00:00,6,0.4,0.16,1984-11-29 05:00:00,0.926238016,0.496126205,0.738512784714286,0.496126205,0.738512784714286,0.926238016
1984-12-03 03:00:00,13,0.31,0.08,1984-12-03 16:00:00,0.420406309,0.199580038,0.356934791357143,0.199580038,0.356934791357143,0.420406309
1984-12-05 20:00:00,11,0.98,0.19,1984-12-06 07:00:00,0.554633569,-0.195763566,0.241187982666667,-0.195763566,0.241187982666667,0.554633569
1984-12-14 20:00:00,9,0.12,0.05,1984-12-15 05:00:00,0.468891261,0.245905084,0.3758597077,0.245905084,0.3758597077,0.468891261
1984-12-19 08:00:00,6,0.17,0.06,1984-12-19 14:00:00,0.320860622,0.151201332,0.237277038,0.151201332,0.237277038,0.320860622
1984-12-21 15:00:00,14,0.4,0.09,1984-12-22 05:00:00,0.972257926,0.155552258,0.6177544234,0.155552258,0.6177544234,0.972257926
1984-12-24 21:00:00,6,0.11,0.03,1984-12-25 03:00:00,0.426987475,0.01278112,0.244903413428571,0.01278112,0.244903413428571,0.426987475
1985-01-02 10:00:00,4,0.15,0.06,1985-01-02 14:00:00,0.272221056,0.072317694,0.1685750066,0.072317694,0.1685750066,0.272221056
1985-01-04 16:00:00,14,0.27,0.06,1985-01-05 06:00:00,0.865152063,0.449890623,0.735774732333333,0.449890623,0.735774732333333,0.865152063
1985-01-11 03:00:00,11,0.18,0.04,1985-01-11 14:00:00,-0.068262916,-0.389055557,-0.173273951083333,-0.389055557,-0.173273951083333,-0.068262916
1985-01-17 05:00:00,8,0.32,0.06,1985-01-17 13:00:00,-0.102593177,-0.426434802,-0.253596640222222,-0.426434802,-0.253596640222222,-0.102593177
1985-01-20 08:00:00,6,0.11,0.03,1985-01-20 14:00:00,-0.81939662,-1.577041307,-1.204472862,-1.577041307,-1.204472862,-0.81939662
1985-01-25 23:00:00,2,0.15,0.08,1985-01-26 01:00:00,-0.301458177,-0.566401446,-0.432408927333333,-0.566401446,-0.432408927333333,-0.301458177
1985-01-31 08:00:00,11,0.3,0.08,1985-01-31 19:00:00,-0.12608227,-0.160253819,-0.148155139666667,-0.160253819,-0.148155139666667,-0.12608227
1985-02-01 04:00:00,43,1.02,0.09,1985-02-02 23:00:00,0.481489824,-0.015559178,0.319485621477273,-0.015559178,0.319485621477273,0.481489824
1985-02-05 16:00:00,14,0.42,0.06,1985-02-06 06:00:00,NA,NA,NA,NA,NA,NA
1985-02-12 07:00:00,9,0.98,0.27,1985-02-12 16:00:00,1.696072582,1.297552899,1.49680488025,1.297552899,1.49680488025,1.696072582
1985-03-04 13:00:00,6,0.13,0.05,1985-03-04 19:00:00,0.606417632,0.222974782,0.420278061857143,0.222974782,0.420278061857143,0.606417632
1985-03-05 03:00:00,3,0.15,0.1,1985-03-05 06:00:00,0.788498585,0.674990254,0.7381838145,0.674990254,0.7381838145,0.788498585
1985-03-08 02:00:00,9,0.1,0.02,1985-03-08 11:00:00,0.293438686,0.059350393,0.1910642187,0.059350393,0.1910642187,0.293438686
1985-03-12 00:00:00,12,0.32,0.05,1985-03-12 12:00:00,0.590522557,0.202276452,0.482115241307692,0.202276452,0.482115241307692,0.590522557
1985-03-22 21:00:00,18,0.48,0.08,1985-03-23 15:00:00,0.006735698,-0.150030992,-0.0642953037894737,-0.150030992,-0.0642953037894737,0.006735698
1985-03-24 14:00:00,11,0.27,0.08,1985-03-25 01:00:00,0.322744046,0.285789294,0.309298779583333,0.285789294,0.309298779583333,0.322744046
1985-03-31 14:00:00,12,0.62,0.16,1985-04-01 02:00:00,0.773363741,0.398959215,0.614830007,0.398959215,0.614830007,0.773363741
1985-05-02 17:00:00,18,2.23,0.29,1985-05-03 11:00:00,0.482152299,0.274138656,0.432883589421053,0.274138656,0.432883589421053,0.482152299
1985-05-17 10:00:00,19,1.38,0.5,1985-05-18 05:00:00,0.993864246,0.280189811,0.7731439614,0.280189811,0.7731439614,0.993864246
1985-05-21 20:00:00,1,0.7,0.7,1985-05-21 21:00:00,0.095446119,0.078994137,0.087220128,0.078994137,0.087220128,0.095446119
1985-05-23 09:00:00,9,0.35,0.1,1985-05-23 18:00:00,0.524498244,0.276611047,0.4127291485,0.276611047,0.4127291485,0.524498244
1985-05-28 17:00:00,5,0.22,0.09,1985-05-28 22:00:00,0.105574664,0.075731706,0.0857537186666667,0.075731706,0.0857537186666667,0.105574664
