"start","duration","depth","peak","end","td.min.hf","td.mean.hf","td.max.hf"
1954-12-14 02:00:00,17,0.4,0.07,1954-12-14 19:00:00,-2.556,0.728055555555556,3.343
1954-12-18 05:00:00,10,0.54,0.19,1954-12-18 15:00:00,-1.457,1.14481818181818,3.143
1954-12-28 22:00:00,33,1.16,0.28,1954-12-30 07:00:00,-3.655,-0.323,2.746
1955-01-02 01:00:00,5,0.15,0.05,1955-01-02 06:00:00,-3.054,-0.555,2.444
1955-01-22 04:00:00,5,0.11,0.04,1955-01-22 09:00:00,-2.556,-1.10516666666667,0.446
1955-02-01 22:00:00,20,0.64,0.1,1955-02-02 18:00:00,-4.157,-1.046,2.346
1955-02-06 05:00:00,23,0.67,0.08,1955-02-07 04:00:00,-3.655,0.29875,3.743
1955-02-11 01:00:00,21,0.63,0.14,1955-02-11 22:00:00,-2.956,0.144772727272727,2.444
1955-02-23 03:00:00,9,0.42,0.13,1955-02-23 12:00:00,-3.156,-0.5853,1.844
1955-03-01 04:00:00,10,0.2,0.11,1955-03-01 14:00:00,-2.454,0.535545454545455,2.946
1955-03-03 22:00:00,13,0.75,0.27,1955-03-04 11:00:00,-3.156,0.173357142857143,3.245
1955-03-04 19:00:00,6,0.36,0.16,1955-03-05 01:00:00,-1.056,1.44514285714286,2.746
1955-03-06 11:00:00,8,0.58,0.16,1955-03-06 19:00:00,-2.054,1.12233333333333,3.743
1955-03-15 11:00:00,12,0.22,0.07,1955-03-15 23:00:00,-2.654,-0.209538461538462,2.044
1955-03-18 04:00:00,9,0.21,0.04,1955-03-18 13:00:00,-2.956,0.2844,2.244
1955-03-21 07:00:00,8,0.44,0.1,1955-03-21 15:00:00,-2.356,0.911333333333333,2.746
1955-03-21 22:00:00,20,1.67,0.3,1955-03-22 18:00:00,-2.956,1.02566666666667,4.045
1955-03-26 00:00:00,6,0.34,0.11,1955-03-26 06:00:00,1.043,2.587,3.845
1955-04-06 11:00:00,5,0.12,0.08,1955-04-06 16:00:00,0.446,1.84433333333333,2.844
1955-04-12 04:00:00,28,0.99,0.27,1955-04-13 08:00:00,-3.156,0.324206896551724,3.045
1955-04-14 17:00:00,10,0.12,0.05,1955-04-15 03:00:00,-2.054,0.226545454545455,2.244
1955-04-21 04:00:00,2,0.11,0.09,1955-04-21 06:00:00,-1.755,-0.788666666666667,0.144
1955-04-21 22:00:00,8,0.17,0.05,1955-04-22 06:00:00,-1.257,1.57711111111111,3.645
1955-04-25 03:00:00,3,0.15,0.1,1955-04-25 06:00:00,1.946,3.445,4.544
1955-05-29 22:00:00,7,0.5,0.16,1955-05-30 05:00:00,-3.156,-0.81825,2.146
1955-05-31 10:00:00,2,0.16,0.12,1955-05-31 12:00:00,0.545,1.47766666666667,2.244
1955-06-08 12:00:00,21,2.2,0.33,1955-06-09 09:00:00,-0.456,2.12631818181818,4.544
1955-06-11 08:00:00,17,0.49,0.15,1955-06-12 01:00:00,-2.356,0.422055555555556,3.543
1955-06-19 10:00:00,18,0.33,0.14,1955-06-20 04:00:00,-3.655,0.623368421052632,3.944
1955-06-23 22:00:00,11,0.42,0.17,1955-06-24 09:00:00,-3.054,0.494833333333333,3.445
1955-06-25 15:00:00,10,0.42,0.11,1955-06-26 01:00:00,-3.054,0.254090909090909,2.746
1955-07-24 11:00:00,9,0.92,0.57,1955-07-24 20:00:00,-3.455,0.00489999999999999,2.746
1955-08-02 14:00:00,1,0.12,0.12,1955-08-02 15:00:00,0.344,0.8445,1.345
1955-08-04 21:00:00,3,0.12,0.1,1955-08-05 00:00:00,-3.156,-0.78075,1.444
1955-08-07 20:00:00,18,0.48,0.15,1955-08-08 14:00:00,-3.556,-0.671,2.546
1955-08-12 01:00:00,32,5.44,0.73,1955-08-13 09:00:00,-3.255,0.920636363636364,6.444
1955-08-16 13:00:00,7,0.16,0.15,1955-08-16 20:00:00,-2.756,-0.242875,2.946
1955-08-17 16:00:00,15,0.48,0.3,1955-08-18 07:00:00,-2.454,1.401125,4.846
1955-08-18 16:00:00,11,2.34,1.32,1955-08-19 03:00:00,-1.056,2.19458333333333,5.344
1955-08-22 01:00:00,3,0.18,0.11,1955-08-22 04:00:00,0.745,2.81975,4.245
1955-08-31 02:00:00,3,0.25,0.09,1955-08-31 05:00:00,-0.755,0.7945,2.346
1955-09-20 05:00:00,5,0.48,0.23,1955-09-20 10:00:00,-1.955,0.194833333333333,2.546
1955-09-23 21:00:00,17,0.67,0.31,1955-09-24 14:00:00,-1.755,0.294277777777778,2.644
1955-09-28 03:00:00,4,0.33,0.19,1955-09-28 07:00:00,-1.955,-1.055,-0.056
1955-09-30 16:00:00,6,0.14,0.07,1955-09-30 22:00:00,-2.254,-0.626285714285714,1.545
1955-10-06 00:00:00,11,0.39,0.14,1955-10-06 11:00:00,-2.654,0.203416666666667,2.746
1955-10-08 05:00:00,9,0.73,0.28,1955-10-08 14:00:00,-3.054,0.2949,2.844
1955-10-14 11:00:00,7,1.66,0.67,1955-10-14 18:00:00,0.545,3.3075,4.846
1955-10-15 06:00:00,7,1.04,0.58,1955-10-15 13:00:00,-0.456,2.568875,5.643
1955-10-30 05:00:00,8,0.56,0.19,1955-10-30 13:00:00,-2.454,1.23388888888889,4.846
1955-11-07 13:00:00,5,0.1,0.03,1955-11-07 18:00:00,-2.356,-0.2385,2.746
1955-11-10 18:00:00,10,0.57,0.15,1955-11-11 04:00:00,-2.654,0.635818181818182,2.946
1955-11-19 05:00:00,17,0.46,0.1,1955-11-19 22:00:00,-3.455,0.188888888888889,3.543
1955-12-09 12:00:00,10,0.19,0.03,1955-12-09 22:00:00,-2.556,0.063,2.546
1956-01-09 08:00:00,36,0.54,0.05,1956-01-10 20:00:00,-2.756,0.925594594594595,4.045
1956-01-11 06:00:00,6,0.29,0.1,1956-01-11 12:00:00,-1.355,1.30157142857143,4.144
1956-01-11 19:00:00,14,0.18,0.03,1956-01-12 09:00:00,-1.857,0.724066666666667,3.445
1956-01-13 07:00:00,11,0.1,0.03,1956-01-13 18:00:00,-2.556,0.486416666666667,3.045
1956-01-17 01:00:00,7,0.12,0.03,1956-01-17 08:00:00,-1.056,1.032375,2.444
1956-01-19 17:00:00,13,0.3,0.05,1956-01-20 06:00:00,-3.156,0.194428571428571,2.844
1956-01-29 03:00:00,36,0.74,0.09,1956-01-30 15:00:00,-3.757,-0.233702702702703,3.045
1956-02-02 06:00:00,13,0.86,0.18,1956-02-02 19:00:00,-3.455,-0.2265,2.044
1956-02-04 11:00:00,15,0.43,0.13,1956-02-05 02:00:00,-2.956,-0.561875,1.745
1956-02-06 12:00:00,20,0.79,0.13,1956-02-07 08:00:00,-2.956,-0.398190476190476,2.146
1956-02-11 08:00:00,17,0.21,0.04,1956-02-12 01:00:00,-2.956,0.733333333333333,3.343
1956-02-15 09:00:00,3,0.12,0.07,1956-02-15 12:00:00,-3.255,-2.405,-1.355
1956-02-17 05:00:00,4,0.16,0.05,1956-02-17 09:00:00,-0.856,0.9442,2.444
1956-02-18 00:00:00,12,1.38,0.24,1956-02-18 12:00:00,-2.956,0.298230769230769,3.143
1956-02-24 19:00:00,24,0.46,0.22,1956-02-25 19:00:00,-3.156,0.45656,3.445
1956-02-28 02:00:00,7,0.22,0.1,1956-02-28 09:00:00,-2.556,0.50725,2.746
1956-03-02 08:00:00,9,0.2,0.08,1956-03-02 17:00:00,-2.956,-0.6657,1.745
1956-03-07 11:00:00,15,0.14,0.08,1956-03-08 02:00:00,-2.356,0.6133125,3.045
1956-03-08 08:00:00,8,0.49,0.14,1956-03-08 16:00:00,-0.354,2.17788888888889,3.944
1956-03-12 18:00:00,12,0.17,0.03,1956-03-13 06:00:00,-3.255,0.0447692307692308,2.844
1956-03-14 03:00:00,11,1.56,0.23,1956-03-14 14:00:00,-2.454,0.661666666666667,3.543
1956-03-16 09:00:00,16,0.73,0.08,1956-03-17 01:00:00,-3.255,0.174058823529412,3.645
1956-03-18 10:00:00,28,0.91,0.12,1956-03-19 14:00:00,-3.356,0.110068965517241,3.543
1956-03-29 11:00:00,8,0.22,0.08,1956-03-29 19:00:00,-3.356,0.544555555555556,2.546
1956-04-04 17:00:00,2,0.36,0.33,1956-04-04 19:00:00,-0.456,0.777666666666667,1.844
1956-04-06 19:00:00,31,1.27,0.16,1956-04-08 02:00:00,-1.755,1.38534375,3.845
1956-04-15 10:00:00,7,0.27,0.09,1956-04-15 17:00:00,-2.054,0.89475,3.645
1956-04-16 02:00:00,4,0.26,0.11,1956-04-16 06:00:00,1.545,3.3846,4.344
1956-04-26 03:00:00,7,0.32,0.09,1956-04-26 10:00:00,-2.654,0.00687500000000003,3.343
1956-05-02 13:00:00,10,0.4,0.19,1956-05-02 23:00:00,-2.556,0.408545454545455,2.546
1956-05-06 23:00:00,11,2.09,1.23,1956-05-07 10:00:00,-3.156,0.136416666666667,2.946
1956-05-13 04:00:00,5,0.51,0.2,1956-05-13 09:00:00,-1.555,0.927833333333333,3.645
1956-05-19 22:00:00,4,0.12,0.08,1956-05-20 02:00:00,-0.456,1.5242,3.343
1956-05-22 18:00:00,4,0.17,0.15,1956-05-22 22:00:00,-3.054,-0.935,1.844
1956-05-27 05:00:00,12,0.21,0.05,1956-05-27 17:00:00,-2.454,0.336846153846154,2.546
1956-05-31 22:00:00,2,0.26,0.21,1956-06-01 00:00:00,-2.454,-1.555,-0.656
1956-06-02 04:00:00,19,0.98,0.24,1956-06-02 23:00:00,-3.255,0.51455,2.946
1956-06-10 21:00:00,2,0.83,0.56,1956-06-10 23:00:00,-3.156,-2.15566666666667,-0.755
1956-06-16 05:00:00,3,0.98,0.61,1956-06-16 08:00:00,0.545,1.8445,2.644
1956-06-21 12:00:00,5,0.18,0.07,1956-06-21 17:00:00,-1.257,0.9115,2.546
1956-06-22 19:00:00,2,0.14,0.11,1956-06-22 21:00:00,-3.255,-2.45533333333333,-1.457
1956-06-24 00:00:00,3,0.52,0.28,1956-06-24 03:00:00,2.444,3.16925,3.743
1956-07-03 00:00:00,5,0.43,0.15,1956-07-03 05:00:00,-3.455,-2.08883333333333,-0.456
1956-07-05 00:00:00,12,0.29,0.13,1956-07-05 12:00:00,-2.956,0.267230769230769,2.644
1956-07-09 00:00:00,3,0.63,0.32,1956-07-09 03:00:00,3.143,4.11975,4.846
1956-07-13 13:00:00,4,0.1,0.07,1956-07-13 17:00:00,-3.356,0.145,2.946
1956-07-16 09:00:00,4,0.23,0.11,1956-07-16 13:00:00,-1.155,0.6646,2.546
1956-07-20 17:00:00,15,2.3,0.54,1956-07-21 08:00:00,-2.756,0.5631875,3.743
1956-07-28 19:00:00,1,0.35,0.35,1956-07-28 20:00:00,0.246,0.7445,1.243
1956-08-05 04:00:00,11,0.53,0.16,1956-08-05 15:00:00,-3.156,0.178083333333333,3.245
1956-08-06 16:00:00,6,0.32,0.1,1956-08-06 22:00:00,-3.156,-1.28428571428571,0.643
1956-08-20 14:00:00,21,1.53,0.23,1956-08-21 11:00:00,-3.156,0.230909090909091,3.743
1956-08-31 03:00:00,2,0.26,0.25,1956-08-31 05:00:00,-2.356,-1.656,-0.755
1956-09-02 07:00:00,2,0.48,0.25,1956-09-02 09:00:00,-1.555,0.144333333333333,1.644
1956-09-06 15:00:00,5,1.6,1.03,1956-09-06 20:00:00,-1.056,1.46116666666667,3.845
1956-09-20 01:00:00,7,0.15,0.06,1956-09-20 08:00:00,-1.955,1.219375,3.944
1956-09-23 23:00:00,10,0.53,0.28,1956-09-24 09:00:00,-3.054,0.217545454545455,2.746
1956-09-27 06:00:00,15,0.75,0.35,1956-09-27 21:00:00,-1.355,2.013125,4.544
1956-10-04 07:00:00,7,0.26,0.11,1956-10-04 14:00:00,-3.156,0.368875,3.743
1956-10-06 17:00:00,6,0.4,0.13,1956-10-06 23:00:00,-2.356,-0.441714285714286,2.044
1956-10-18 02:00:00,8,0.75,0.22,1956-10-18 10:00:00,-2.854,-0.611444444444444,1.444
1956-10-22 08:00:00,25,1.5,0.23,1956-10-23 09:00:00,-2.956,0.486846153846154,3.645
1956-10-26 20:00:00,10,0.15,0.05,1956-10-27 06:00:00,-1.657,0.862272727272727,3.343
1956-10-30 23:00:00,20,0.41,0.12,1956-10-31 19:00:00,-2.556,0.630190476190476,3.743
1956-11-01 15:00:00,20,3.45,0.67,1956-11-02 11:00:00,-2.356,0.620809523809524,3.645
1956-11-03 01:00:00,8,0.21,0.11,1956-11-03 09:00:00,-1.955,0.733444444444444,3.445
1956-11-08 11:00:00,4,0.17,0.11,1956-11-08 15:00:00,-2.454,-0.8348,1.545
1956-11-17 08:00:00,20,1.12,0.21,1956-11-18 04:00:00,-3.556,0.192190476190476,2.746
1956-11-21 21:00:00,4,0.72,0.47,1956-11-22 01:00:00,-1.755,-0.9152,0.046
1956-12-09 12:00:00,6,0.31,0.08,1956-12-09 18:00:00,-2.654,0.0595714285714285,2.546
1956-12-12 07:00:00,2,0.1,0.07,1956-12-12 09:00:00,1.345,1.77833333333333,2.044
1956-12-13 19:00:00,31,1.48,0.21,1956-12-15 02:00:00,-3.455,0.175875,3.045
1956-12-15 19:00:00,10,0.92,0.41,1956-12-16 05:00:00,-1.657,1.22609090909091,3.543
1956-12-20 22:00:00,6,0.17,0.06,1956-12-21 04:00:00,-3.757,-0.698285714285714,2.346
1956-12-22 10:00:00,11,0.35,0.11,1956-12-22 21:00:00,-2.956,0.561166666666667,3.445
1956-12-23 11:00:00,4,0.11,0.03,1956-12-23 15:00:00,-2.254,-0.855,1.345
1956-12-24 01:00:00,10,0.13,0.04,1956-12-24 11:00:00,-1.955,1.24463636363636,3.645
1957-01-09 02:00:00,6,0.13,0.03,1957-01-09 08:00:00,-2.556,1.03028571428571,3.045
1957-01-09 21:00:00,11,0.29,0.06,1957-01-10 08:00:00,-3.255,-0.171583333333333,3.245
1957-01-22 21:00:00,12,0.58,0.33,1957-01-23 09:00:00,-3.156,0.0443846153846154,3.045
1957-01-28 13:00:00,15,0.1,0.02,1957-01-29 04:00:00,-3.455,-0.342625,2.146
1957-01-29 12:00:00,6,0.11,0.04,1957-01-29 18:00:00,-1.155,1.38714285714286,3.143
1957-01-31 11:00:00,6,0.13,0.04,1957-01-31 17:00:00,0.446,1.87271428571429,3.143
1957-02-01 10:00:00,12,0.6,0.1,1957-02-01 22:00:00,-3.255,-0.263230769230769,2.644
1957-02-05 21:00:00,13,0.13,0.03,1957-02-06 10:00:00,-3.455,-0.527071428571429,2.146
1957-02-09 09:00:00,6,0.3,0.08,1957-02-09 15:00:00,-2.156,0.387428571428571,2.644
1957-02-09 23:00:00,8,0.82,0.41,1957-02-10 07:00:00,-2.956,-0.866222222222222,1.345
1957-02-26 09:00:00,15,0.74,0.15,1957-02-27 00:00:00,-2.556,0.657375,2.746
1957-02-28 18:00:00,24,0.73,0.07,1957-03-01 18:00:00,-1.955,1.46068,4.446
1957-03-08 00:00:00,31,0.47,0.08,1957-03-09 07:00:00,-2.356,1.13828125,3.743
1957-03-15 14:00:00,11,1.32,0.7,1957-03-16 01:00:00,-2.454,0.711166666666667,3.743
1957-03-19 02:00:00,19,0.28,0.04,1957-03-19 21:00:00,-2.854,0.74475,3.543
1957-03-26 23:00:00,14,0.25,0.09,1957-03-27 13:00:00,-2.156,0.917933333333333,3.143
1957-03-29 19:00:00,2,0.13,0.11,1957-03-29 21:00:00,-3.054,-2.05466666666667,-0.554
1957-04-01 21:00:00,14,1.15,0.33,1957-04-02 11:00:00,-3.156,-0.0352,3.045
1957-04-04 15:00:00,21,0.73,0.11,1957-04-05 12:00:00,-2.654,0.321909090909091,3.143
1957-04-06 01:00:00,5,0.7,0.52,1957-04-06 06:00:00,-1.555,1.61133333333333,3.845
1957-04-08 12:00:00,13,0.32,0.09,1957-04-09 01:00:00,-2.454,0.8445,3.743
1957-04-18 16:00:00,12,0.2,0.1,1957-04-19 04:00:00,-3.455,-0.239692307692308,2.746
1957-04-23 02:00:00,4,0.17,0.08,1957-04-23 06:00:00,-2.854,-1.2348,0.945
1957-04-26 03:00:00,3,0.63,0.36,1957-04-26 06:00:00,-2.956,-1.85525,-0.554
1957-04-28 22:00:00,6,0.27,0.22,1957-04-29 04:00:00,0.046,1.84485714285714,3.445
1957-05-14 13:00:00,3,0.12,0.06,1957-05-14 16:00:00,1.145,2.19475,2.844
1957-05-19 22:00:00,12,0.38,0.13,1957-05-20 10:00:00,-2.254,0.890846153846154,3.543
1957-05-26 19:00:00,4,0.66,0.36,1957-05-26 23:00:00,-1.457,1.3246,3.343
1957-06-08 08:00:00,13,0.46,0.12,1957-06-08 21:00:00,-2.854,0.473571428571429,2.844
1957-06-16 18:00:00,4,1.31,1.18,1957-06-16 22:00:00,-2.556,-0.716,1.145
1957-06-18 17:00:00,1,0.12,0.12,1957-06-18 18:00:00,2.244,2.444,2.644
1957-06-29 00:00:00,4,0.23,0.18,1957-06-29 04:00:00,3.045,4.185,5.046
1957-07-08 22:00:00,11,0.29,0.07,1957-07-09 09:00:00,-2.654,0.44475,3.445
1957-07-23 10:00:00,5,0.17,0.11,1957-07-23 15:00:00,-2.156,0.011,1.844
1957-08-25 08:00:00,23,3.36,1.23,1957-08-26 07:00:00,-2.854,0.706916666666667,4.245
1957-09-07 18:00:00,3,0.53,0.29,1957-09-07 21:00:00,-2.756,-1.881,-0.755
1957-09-10 08:00:00,14,0.86,0.52,1957-09-10 22:00:00,-2.556,-0.0224666666666666,2.844
1957-09-16 20:00:00,13,0.92,0.3,1957-09-17 09:00:00,-2.756,-0.0339285714285714,2.444
1957-09-23 01:00:00,4,0.69,0.54,1957-09-23 05:00:00,-0.554,1.6646,3.645
1957-10-06 14:00:00,4,0.65,0.42,1957-10-06 18:00:00,0.344,1.4448,2.746
1957-10-18 09:00:00,7,0.59,0.2,1957-10-18 16:00:00,-2.454,-0.0545,2.546
1957-10-24 06:00:00,14,0.7,0.12,1957-10-24 20:00:00,-3.255,0.271466666666667,3.543
1957-11-01 12:00:00,9,0.54,0.21,1957-11-01 21:00:00,-1.457,0.6447,3.245
1957-11-02 16:00:00,6,0.33,0.14,1957-11-02 22:00:00,-1.657,0.629857142857143,2.844
1957-11-05 20:00:00,6,0.22,0.07,1957-11-06 02:00:00,-2.254,0.588285714285714,2.146
1957-11-08 18:00:00,3,0.25,0.14,1957-11-08 21:00:00,-1.755,-0.7555,0.344
1957-11-14 11:00:00,14,0.5,0.09,1957-11-15 01:00:00,-2.854,0.2178,3.143
1957-11-18 11:00:00,13,0.26,0.06,1957-11-19 00:00:00,-2.454,0.681071428571429,3.245
1957-11-23 12:00:00,5,0.2,0.09,1957-11-23 17:00:00,0.046,1.64533333333333,2.746
1957-11-28 17:00:00,6,0.14,0.08,1957-11-28 23:00:00,-1.457,0.301142857142857,1.545
1957-11-30 09:00:00,8,0.42,0.15,1957-11-30 17:00:00,-2.254,-0.388555555555556,2.044
1957-12-03 21:00:00,26,0.8,0.08,1957-12-04 23:00:00,-3.255,-0.525555555555556,2.146
1957-12-06 16:00:00,14,0.24,0.04,1957-12-07 06:00:00,-2.356,0.1042,2.044
1957-12-07 12:00:00,16,0.16,0.03,1957-12-08 04:00:00,-3.156,0.162117647058824,2.644
1957-12-08 23:00:00,29,0.82,0.09,1957-12-10 04:00:00,-2.956,0.338266666666667,3.543
1957-12-11 11:00:00,9,0.11,0.04,1957-12-11 20:00:00,-2.654,0.7648,2.946
1957-12-20 13:00:00,15,0.92,0.45,1957-12-21 04:00:00,-1.857,1.34475,3.645
1957-12-26 02:00:00,19,1.21,0.24,1957-12-26 21:00:00,-1.457,1.32975,4.245
1957-12-29 00:00:00,5,0.14,0.06,1957-12-29 05:00:00,-2.556,-1.00566666666667,1.345
1958-01-01 07:00:00,5,0.1,0.05,1958-01-01 12:00:00,1.043,2.39383333333333,3.343
1958-01-07 13:00:00,9,0.29,0.06,1958-01-07 22:00:00,-3.356,0.3346,3.143
1958-01-14 09:00:00,14,0.72,0.24,1958-01-14 23:00:00,-2.854,0.184533333333333,2.644
1958-01-15 22:00:00,13,0.1,0.02,1958-01-16 11:00:00,-2.156,1.05892857142857,3.743
1958-01-21 12:00:00,19,1.05,0.22,1958-01-22 07:00:00,-2.854,1.0847,3.645
1958-01-22 13:00:00,6,0.18,0.09,1958-01-22 19:00:00,0.745,2.48785714285714,3.845
1958-01-25 01:00:00,18,1.02,0.28,1958-01-25 19:00:00,-0.955,1.61278947368421,3.743
1958-02-01 01:00:00,14,0.62,0.15,1958-02-01 15:00:00,-2.854,0.451266666666667,3.445
1958-02-07 02:00:00,20,0.92,0.12,1958-02-07 22:00:00,-3.255,0.535380952380952,3.245
1958-02-15 15:00:00,22,1.27,0.14,1958-02-16 13:00:00,-3.556,-0.772782608695652,2.346
1958-02-27 00:00:00,34,1.8,0.3,1958-02-28 10:00:00,-1.155,1.5365,5.046
1958-03-13 19:00:00,19,1.05,0.16,1958-03-14 14:00:00,-2.756,0.9045,3.445
1958-03-19 12:00:00,44,2.61,0.21,1958-03-21 08:00:00,-3.556,0.329133333333333,3.143
1958-03-25 16:00:00,12,0.23,0.05,1958-03-26 04:00:00,-2.356,0.621461538461539,2.946
1958-03-26 12:00:00,29,0.27,0.03,1958-03-27 17:00:00,-2.054,1.18476666666667,4.045
1958-04-06 08:00:00,11,1.24,0.24,1958-04-06 19:00:00,-1.555,2.36166666666667,5.246
1958-04-07 01:00:00,8,0.11,0.03,1958-04-07 09:00:00,0.945,3.52244444444444,5.344
1958-04-10 23:00:00,7,0.62,0.22,1958-04-11 06:00:00,-2.254,-0.14275,2.746
1958-04-22 22:00:00,12,0.22,0.05,1958-04-23 10:00:00,-2.356,0.936923076923077,4.045
1958-04-27 16:00:00,20,1.39,0.25,1958-04-28 12:00:00,-2.156,1.29195238095238,4.144
1958-04-29 18:00:00,6,0.53,0.32,1958-04-30 00:00:00,-0.755,2.18671428571429,3.743
1958-05-03 10:00:00,6,0.28,0.11,1958-05-03 16:00:00,-0.656,2.03028571428571,3.645
1958-05-04 07:00:00,9,0.64,0.5,1958-05-04 16:00:00,-3.255,0.2445,3.245
1958-05-05 09:00:00,18,1.11,0.2,1958-05-06 03:00:00,-2.956,0.544578947368421,4.544
1958-05-06 13:00:00,5,0.33,0.1,1958-05-06 18:00:00,1.545,2.84433333333333,3.743
1958-05-07 03:00:00,22,0.46,0.19,1958-05-08 01:00:00,-1.857,1.27052173913043,4.344
1958-05-15 20:00:00,6,0.21,0.07,1958-05-16 02:00:00,0.545,2.58742857142857,3.944
1958-05-19 23:00:00,10,0.32,0.09,1958-05-20 09:00:00,-3.054,0.517454545454546,3.245
1958-05-25 15:00:00,6,0.27,0.25,1958-05-25 21:00:00,-0.256,1.80157142857143,3.045
1958-06-10 06:00:00,4,0.38,0.31,1958-06-10 10:00:00,1.145,1.9252,2.746
1958-06-11 15:00:00,9,2.04,1.39,1958-06-12 00:00:00,-3.054,0.4151,2.746
1958-06-18 14:00:00,2,0.12,0.09,1958-06-18 16:00:00,1.545,2.27766666666667,2.644
1958-06-20 04:00:00,7,0.42,0.15,1958-06-20 11:00:00,-2.854,0.07025,3.645
1958-06-21 14:00:00,14,1,0.2,1958-06-22 04:00:00,-2.556,0.804933333333333,3.245
1958-06-26 15:00:00,9,1.02,0.22,1958-06-27 00:00:00,-2.956,0.5442,3.445
1958-07-06 01:00:00,3,0.41,0.3,1958-07-06 04:00:00,-1.457,0.769,2.644
1958-07-06 18:00:00,4,0.61,0.28,1958-07-06 22:00:00,-0.955,0.824,2.644
1958-07-08 19:00:00,10,0.33,0.08,1958-07-09 05:00:00,-2.854,-0.21,2.746
1958-07-11 16:00:00,5,0.21,0.16,1958-07-11 21:00:00,-3.156,0.0776666666666667,2.644
1958-07-12 15:00:00,13,0.8,0.4,1958-07-13 04:00:00,-3.356,-0.133785714285714,2.844
1958-07-14 05:00:00,12,0.23,0.11,1958-07-14 17:00:00,-3.255,-0.478307692307692,2.244
1958-07-22 04:00:00,7,0.63,0.27,1958-07-22 11:00:00,-1.857,1.007125,2.946
1958-07-22 23:00:00,4,0.18,0.08,1958-07-23 03:00:00,-2.956,-1.895,-0.456
1958-07-24 17:00:00,6,1.45,0.8,1958-07-24 23:00:00,0.246,2.28757142857143,3.645
1958-07-27 12:00:00,5,0.41,0.14,1958-07-27 17:00:00,-2.756,-0.471833333333333,1.844
1958-07-29 01:00:00,2,0.19,0.18,1958-07-29 03:00:00,1.243,2.34466666666667,3.445
1958-07-31 19:00:00,5,0.4,0.32,1958-08-01 00:00:00,-3.156,-1.372,1.243
1958-08-12 17:00:00,9,0.54,0.21,1958-08-13 02:00:00,-2.854,1.1848,3.944
1958-08-14 17:00:00,3,0.48,0.37,1958-08-14 20:00:00,-3.655,-2.45475,-1.155
1958-08-15 22:00:00,9,1.35,0.77,1958-08-16 07:00:00,-1.555,0.8847,3.245
1958-08-17 12:00:00,2,0.67,0.63,1958-08-17 14:00:00,0.643,1.97733333333333,3.245
1958-08-22 00:00:00,3,0.82,0.42,1958-08-22 03:00:00,-2.756,-2.0555,-0.955
1958-08-24 01:00:00,9,0.24,0.07,1958-08-24 10:00:00,-3.156,-0.4948,2.146
1958-08-25 01:00:00,14,2.03,0.48,1958-08-25 15:00:00,-2.854,-0.228866666666667,2.244
1958-09-17 16:00:00,15,0.69,0.38,1958-09-18 07:00:00,-2.956,0.938625,3.543
1958-09-21 08:00:00,12,1.05,0.32,1958-09-21 20:00:00,-1.755,1.25215384615385,3.845
1958-09-27 16:00:00,11,0.71,0.29,1958-09-28 03:00:00,-3.255,-0.188333333333333,2.546
1958-09-30 22:00:00,17,1.37,0.53,1958-10-01 15:00:00,-2.356,0.621833333333333,3.143
1958-10-22 09:00:00,24,1.39,0.18,1958-10-23 09:00:00,-1.457,1.33616,3.944
1958-10-25 02:00:00,35,1.09,0.21,1958-10-26 13:00:00,-1.857,1.21111111111111,4.045
1958-11-02 06:00:00,25,0.57,0.12,1958-11-03 07:00:00,-2.356,0.155730769230769,3.743
1958-11-28 15:00:00,11,1.34,0.53,1958-11-29 02:00:00,-1.657,0.86125,3.343
1958-12-03 16:00:00,15,0.63,0.1,1958-12-04 07:00:00,-2.854,0.6883125,3.045
1958-12-29 15:00:00,9,0.45,0.12,1958-12-30 00:00:00,-1.857,1.0439,3.543
1959-01-01 16:00:00,14,0.81,0.16,1959-01-02 06:00:00,-1.257,1.85146666666667,4.144
1959-01-20 06:00:00,11,0.31,0.05,1959-01-20 17:00:00,-3.054,-0.347,2.044
1959-01-22 02:00:00,6,0.4,0.27,1959-01-22 08:00:00,-1.857,-0.412571428571429,1.145
1959-01-25 20:00:00,15,0.15,0.03,1959-01-26 11:00:00,-3.455,-0.786875,2.444
1959-01-26 19:00:00,20,0.27,0.09,1959-01-27 15:00:00,-2.654,0.18752380952381,3.245
1959-02-03 22:00:00,11,0.54,0.17,1959-02-04 09:00:00,-3.655,-0.822083333333333,1.444
1959-02-04 17:00:00,9,0.14,0.02,1959-02-05 02:00:00,-3.556,-0.2454,2.346
1959-02-09 15:00:00,16,0.25,0.06,1959-02-10 07:00:00,-2.854,0.691882352941177,3.143
1959-02-10 15:00:00,3,0.1,0.05,1959-02-10 18:00:00,0.945,2.29425,3.143
1959-02-13 06:00:00,6,0.17,0.05,1959-02-13 12:00:00,-2.654,-0.112857142857143,2.644
1959-02-14 15:00:00,12,0.3,0.06,1959-02-15 03:00:00,-2.356,-0.286307692307692,1.745
1959-03-11 22:00:00,16,0.75,0.11,1959-03-12 14:00:00,-2.756,0.844882352941177,3.543
1959-03-21 17:00:00,4,0.23,0.14,1959-03-21 21:00:00,-2.756,-0.775,1.644
1959-03-26 23:00:00,14,0.38,0.11,1959-03-27 13:00:00,-3.054,0.417933333333333,3.645
1959-03-27 19:00:00,3,0.11,0.05,1959-03-27 22:00:00,-2.854,-1.52975,-0.056
